dataset\101_ObjectCategories/accordion/image_0001.jpg,17688116752514484224
dataset\101_ObjectCategories/accordion/image_0002.jpg,11340760048643479552
dataset\101_ObjectCategories/accordion/image_0003.jpg,5826790895439621120
dataset\101_ObjectCategories/accordion/image_0004.jpg,7683156463686103040
dataset\101_ObjectCategories/accordion/image_0005.jpg,10611107018261268480
dataset\101_ObjectCategories/accordion/image_0006.jpg,6473189246200466432
dataset\101_ObjectCategories/accordion/image_0007.jpg,254580477487344672
dataset\101_ObjectCategories/accordion/image_0008.jpg,1484017866029165056
dataset\101_ObjectCategories/accordion/image_0009.jpg,3784418650798697472
dataset\101_ObjectCategories/accordion/image_0010.jpg,1411906848942517248
dataset\101_ObjectCategories/accordion/image_0011.jpg,10936677492670085120
dataset\101_ObjectCategories/accordion/image_0012.jpg,16505623030451521536
dataset\101_ObjectCategories/accordion/image_0013.jpg,43151651208978728
dataset\101_ObjectCategories/accordion/image_0014.jpg,1771989880522417152
dataset\101_ObjectCategories/accordion/image_0015.jpg,5205611074112477184
dataset\101_ObjectCategories/accordion/image_0016.jpg,6408111927579559936
dataset\101_ObjectCategories/accordion/image_0017.jpg,6373834678103323648
dataset\101_ObjectCategories/accordion/image_0018.jpg,10725254283995418624
dataset\101_ObjectCategories/accordion/image_0019.jpg,373333454039992640
dataset\101_ObjectCategories/accordion/image_0020.jpg,1734846394493608960
dataset\101_ObjectCategories/accordion/image_0021.jpg,17434561924711895040
dataset\101_ObjectCategories/accordion/image_0022.jpg,10418165120913428480
dataset\101_ObjectCategories/accordion/image_0023.jpg,10393657700400521216
dataset\101_ObjectCategories/accordion/image_0024.jpg,16175948892590870528
dataset\101_ObjectCategories/accordion/image_0025.jpg,5214094638222173184
dataset\101_ObjectCategories/accordion/image_0026.jpg,4823407224412615680
dataset\101_ObjectCategories/accordion/image_0027.jpg,15056664909813170176
dataset\101_ObjectCategories/accordion/image_0028.jpg,1340820280716567040
dataset\101_ObjectCategories/accordion/image_0029.jpg,12120472262494670848
dataset\101_ObjectCategories/accordion/image_0030.jpg,4779286028255536128
dataset\101_ObjectCategories/accordion/image_0031.jpg,11280585628946948096
dataset\101_ObjectCategories/accordion/image_0032.jpg,4790149331806202880
dataset\101_ObjectCategories/accordion/image_0033.jpg,1758158092776825088
dataset\101_ObjectCategories/accordion/image_0034.jpg,11852829745775915008
dataset\101_ObjectCategories/accordion/image_0035.jpg,15229380293213433856
dataset\101_ObjectCategories/accordion/image_0036.jpg,8242299374186703872
dataset\101_ObjectCategories/accordion/image_0037.jpg,4924235631919940608
dataset\101_ObjectCategories/accordion/image_0038.jpg,7473808065831775232
dataset\101_ObjectCategories/accordion/image_0039.jpg,5030637721442496512
dataset\101_ObjectCategories/accordion/image_0040.jpg,1443485150389776896
dataset\101_ObjectCategories/accordion/image_0041.jpg,6059715218681373696
dataset\101_ObjectCategories/accordion/image_0042.jpg,7460318407501196288
dataset\101_ObjectCategories/accordion/image_0043.jpg,10649944886965194752
dataset\101_ObjectCategories/accordion/image_0044.jpg,5656607000092062720
dataset\101_ObjectCategories/accordion/image_0045.jpg,14564725514491377664
dataset\101_ObjectCategories/accordion/image_0046.jpg,996674786480501760
dataset\101_ObjectCategories/accordion/image_0047.jpg,2926300129687421952
dataset\101_ObjectCategories/accordion/image_0048.jpg,4914456117239373824
dataset\101_ObjectCategories/accordion/image_0049.jpg,298009594588471744
dataset\101_ObjectCategories/accordion/image_0050.jpg,4337660028335972864
dataset\101_ObjectCategories/accordion/image_0051.jpg,11296426848028246016
dataset\101_ObjectCategories/accordion/image_0052.jpg,11756676262726897664
dataset\101_ObjectCategories/accordion/image_0053.jpg,6850020356864925696
dataset\101_ObjectCategories/accordion/image_0054.jpg,8147719979224696832
dataset\101_ObjectCategories/accordion/image_0055.jpg,6670233815915082752
dataset\101_ObjectCategories/airplanes/image_0001.jpg,2214658391
dataset\101_ObjectCategories/airplanes/image_0002.jpg,281492265834807
dataset\101_ObjectCategories/airplanes/image_0003.jpg,4362289271
